# tracking_debug.log — dead reckoning + waypoint state
# Each line: F<idx> | speed_raw=<raw> spd=<m/s> | imu_yaw=<deg> | raw=(<x>,<y>,<yaw>) matched=(<x>,<y>,<yaw>) | wp=<idx>/<total> tgt=<idx> wp_xy=(<x>,<y>) dist=<m> | err=<m> hdg=<deg> mm=<m> latcorr=<m> lane=<0/1> | zone=<attr> | dt=<ms>
F000860 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.0s, cmd_age=4.4s) | imu✓ raw=27.4° corr=91.7° (offset=64.4°) pitch=1.687 roll=-3.750 (age=0.1s) steer=25.0° | raw=(-0.4553,1.7884,348.2°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2169m latcorr=+0.0000m raw_lat=+1.0493m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.0ms
F000870 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.2s, cmd_age=4.6s) | imu✓ raw=30.8° corr=95.1° (offset=64.4°) pitch=1.687 roll=-3.500 (age=0.1s) steer=25.0° | raw=(-0.4127,1.7812,352.6°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1888m latcorr=+0.0000m raw_lat=+1.0083m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000880 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.4s, cmd_age=4.8s) | imu✓ raw=-28.7° corr=35.7° (offset=64.4°) pitch=1.687 roll=-3.437 (age=0.0s) steer=25.0° | raw=(-0.3708,1.7774,357.0°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1337m latcorr=+0.0000m raw_lat=+0.9912m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.4ms
F000890 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.6s, cmd_age=5.0s) | imu✓ raw=-25.3° corr=39.0° (offset=64.4°) pitch=1.750 roll=-3.562 (age=0.1s) steer=25.0° | raw=(-0.3279,1.7768,361.4°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1015m latcorr=+0.0000m raw_lat=+0.9492m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F000900 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=5.9s, cmd_age=0.1s) | imu✓ raw=-18.9° corr=45.4° (offset=64.4°) pitch=1.687 roll=-3.625 (age=0.0s) steer=25.0° | raw=(-0.2933,1.7787,365.0°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0727m latcorr=+0.0000m raw_lat=+0.9149m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000910 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=6.1s, cmd_age=0.3s) | imu✓ raw=-16.0° corr=48.4° (offset=64.4°) pitch=1.687 roll=-3.625 (age=0.1s) steer=25.0° | raw=(-0.2621,1.7824,368.3°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0449m latcorr=+0.0000m raw_lat=+0.8835m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.0ms
F000920 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=6.3s, cmd_age=0.6s) | imu✓ raw=-13.0° corr=51.3° (offset=64.4°) pitch=1.750 roll=-3.687 (age=0.1s) steer=25.0° | raw=(-0.2288,1.7883,371.8°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9926m latcorr=+0.0000m raw_lat=+0.8710m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000930 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=6.5s, cmd_age=0.8s) | imu✓ raw=-7.2° corr=57.1° (offset=64.4°) pitch=1.812 roll=-3.437 (age=0.1s) steer=25.0° | raw=(-0.1978,1.7957,375.1°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9646m latcorr=+0.0000m raw_lat=+0.8392m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000940 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=6.7s, cmd_age=1.0s) | imu✓ raw=-4.2° corr=60.1° (offset=64.4°) pitch=1.750 roll=-3.312 (age=0.1s) steer=25.0° | raw=(-0.1674,1.8048,378.4°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9362m latcorr=+0.0000m raw_lat=+0.8074m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.5ms
F000950 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=6.9s, cmd_age=1.2s) | imu✓ raw=2.1° corr=66.4° (offset=64.4°) pitch=1.625 roll=-3.875 (age=0.0s) steer=25.0° | raw=(-0.1364,1.8161,381.8°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9094m latcorr=+0.0000m raw_lat=+0.7746m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000960 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=7.1s, cmd_age=1.4s) | imu✓ raw=4.9° corr=69.3° (offset=64.4°) pitch=1.500 roll=-3.937 (age=0.1s) steer=25.0° | raw=(-0.1072,1.8288,385.1°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8792m latcorr=+0.0000m raw_lat=+0.7433m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000970 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=7.4s, cmd_age=1.6s) | imu✓ raw=11.0° corr=75.4° (offset=64.4°) pitch=1.187 roll=-3.562 (age=0.0s) steer=25.0° | raw=(-0.0786,1.8432,388.4°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8489m latcorr=+0.0000m raw_lat=+0.7122m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.6ms
F000980 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=7.6s, cmd_age=1.8s) | imu✓ raw=14.4° corr=78.8° (offset=64.4°) pitch=1.250 roll=-3.000 (age=0.1s) steer=25.0° | raw=(-0.0505,1.8595,391.8°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7908m latcorr=+0.0000m raw_lat=+0.6981m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000990 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=7.8s, cmd_age=2.1s) | imu✓ raw=21.3° corr=85.6° (offset=64.4°) pitch=1.125 roll=-2.687 (age=0.0s) steer=25.0° | raw=(-0.0225,1.8780,395.2°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7516m latcorr=+0.0000m raw_lat=+0.6662m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.5ms
F001000 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=8.0s, cmd_age=2.3s) | imu✓ raw=24.5° corr=88.8° (offset=64.4°) pitch=1.187 roll=-2.625 (age=0.1s) steer=25.0° | raw=(0.0028,1.8970,398.5°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7200m latcorr=+0.0000m raw_lat=+0.6367m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001010 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=8.2s, cmd_age=2.5s) | imu✓ raw=30.2° corr=94.5° (offset=64.4°) pitch=0.875 roll=-3.000 (age=0.0s) steer=25.0° | raw=(0.0422,1.9221,401.9°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6741m latcorr=+0.0000m raw_lat=+0.5920m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001020 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=8.4s, cmd_age=2.7s) | imu✓ raw=-32.3° corr=32.1° (offset=64.4°) pitch=0.937 roll=-2.875 (age=0.0s) steer=25.0° | raw=(0.0648,1.9435,405.1°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6430m latcorr=+0.0000m raw_lat=+0.5645m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001030 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=8.6s, cmd_age=2.9s) | imu✓ raw=-29.3° corr=35.0° (offset=64.4°) pitch=0.937 roll=-2.375 (age=0.1s) steer=25.0° | raw=(0.0863,1.9664,408.4°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6117m latcorr=+0.0000m raw_lat=+0.5377m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001040 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=8.9s, cmd_age=3.1s) | imu✓ raw=-23.3° corr=41.0° (offset=64.4°) pitch=0.875 roll=-2.250 (age=0.0s) steer=25.0° | raw=(0.1063,1.9903,411.6°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5807m latcorr=+0.0000m raw_lat=+0.5120m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001050 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=9.1s, cmd_age=3.3s) | imu✓ raw=-20.2° corr=44.2° (offset=64.4°) pitch=0.562 roll=-2.187 (age=0.1s) steer=25.0° | raw=(0.1257,2.0162,415.0°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5492m latcorr=+0.0000m raw_lat=+0.4864m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.0ms
F001060 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=9.3s, cmd_age=3.6s) | imu✓ raw=-13.9° corr=50.5° (offset=64.4°) pitch=0.437 roll=-2.687 (age=0.0s) steer=25.0° | raw=(0.1434,2.0431,418.3°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5207m latcorr=+0.0000m raw_lat=+0.4622m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001070 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=9.5s, cmd_age=3.8s) | imu✓ raw=-10.8° corr=53.6° (offset=64.4°) pitch=0.375 roll=-2.500 (age=0.0s) steer=25.0° | raw=(0.1598,2.0716,421.7°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4899m latcorr=+0.0000m raw_lat=+0.4387m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=24.2ms
F001080 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=9.7s, cmd_age=4.0s) | imu✓ raw=-7.1° corr=57.3° (offset=64.4°) pitch=0.437 roll=-2.500 (age=0.1s) steer=25.0° | raw=(0.1739,2.0995,424.9°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4606m latcorr=+0.0000m raw_lat=+0.4177m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001090 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=9.9s, cmd_age=4.2s) | imu✓ raw=-1.4° corr=63.0° (offset=64.4°) pitch=0.312 roll=-2.437 (age=0.0s) steer=25.0° | raw=(0.2009,2.1324,428.2°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4187m latcorr=+0.0000m raw_lat=+0.3828m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001100 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=10.1s, cmd_age=4.4s) | imu✓ raw=1.6° corr=66.0° (offset=64.4°) pitch=0.375 roll=-2.500 (age=0.1s) steer=25.0° | raw=(0.2407,2.1702,431.5°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3640m latcorr=+0.0000m raw_lat=+0.3344m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001110 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=10.3s, cmd_age=4.6s) | imu✓ raw=8.1° corr=72.5° (offset=64.4°) pitch=0.125 roll=-2.312 (age=0.0s) steer=25.0° | raw=(0.2646,2.2055,434.9°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3237m latcorr=+0.0000m raw_lat=+0.3019m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001120 | speed_raw=250.0 spd=15.0cm/s src=manual_command_hold (enc_age=10.6s, cmd_age=4.8s) | imu✓ raw=11.3° corr=75.7° (offset=64.4°) pitch=0.000 roll=-2.062 (age=0.1s) steer=25.0° | raw=(0.3010,2.2447,438.2°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2856m latcorr=+0.0000m raw_lat=+0.2563m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001130 | speed_raw=250.0 spd=10.0cm/s src=manual_command_hold (enc_age=10.8s, cmd_age=0.1s) | imu✓ raw=14.7° corr=79.1° (offset=64.4°) pitch=0.062 roll=-2.375 (age=0.1s) steer=25.0° | raw=(0.3342,2.2757,440.6°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2397m latcorr=+0.0000m raw_lat=+0.2160m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001140 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.0s, cmd_age=0.0s) | imu✓ raw=21.1° corr=85.4° (offset=64.4°) pitch=0.437 roll=-2.875 (age=0.1s) steer=25.0° | raw=(0.3441,2.2970,442.6°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2087m latcorr=+0.0000m raw_lat=+0.2007m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.7ms
F001150 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.2s, cmd_age=0.2s) | imu✓ raw=24.0° corr=88.3° (offset=64.4°) pitch=0.312 roll=-3.000 (age=0.1s) steer=25.0° | raw=(0.3310,2.3039,443.8°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2140m latcorr=+0.0000m raw_lat=+0.2115m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001160 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.4s, cmd_age=0.5s) | imu✓ raw=29.4° corr=93.8° (offset=64.4°) pitch=0.437 roll=-2.375 (age=0.0s) steer=25.0° | raw=(0.3031,2.3065,444.9°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2391m latcorr=+0.0000m raw_lat=+0.2377m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001170 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.6s, cmd_age=0.7s) | imu✓ raw=32.2° corr=96.5° (offset=64.4°) pitch=0.500 roll=-2.187 (age=0.1s) steer=25.0° | raw=(0.2896,2.3135,446.0°) matched=(0.5280,2.3850,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2502m latcorr=+0.0000m raw_lat=+0.2489m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001180 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.9s, cmd_age=0.9s) | imu✓ raw=-27.4° corr=36.9° (offset=64.4°) pitch=0.625 roll=-2.500 (age=0.0s) steer=25.0° | raw=(0.2902,2.3243,447.1°) matched=(0.5271,2.3881,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2460m latcorr=+0.0000m raw_lat=+0.2454m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001190 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.1s, cmd_age=1.1s) | imu✓ raw=-24.6° corr=39.7° (offset=64.4°) pitch=0.437 roll=-2.812 (age=0.1s) steer=25.0° | raw=(0.2762,2.3310,448.2°) matched=(0.5247,2.3970,105.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2430m latcorr=+0.0000m raw_lat=+0.2571m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001200 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.3s, cmd_age=1.3s) | imu✓ raw=-18.1° corr=46.2° (offset=64.4°) pitch=0.062 roll=-3.500 (age=0.0s) steer=25.0° | raw=(0.2474,2.3346,449.4°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2719m latcorr=+0.0000m raw_lat=+0.2824m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001210 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.5s, cmd_age=1.6s) | imu✓ raw=-15.3° corr=49.1° (offset=64.4°) pitch=0.250 roll=-3.250 (age=0.1s) steer=25.0° | raw=(0.2325,2.3423,450.5°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2977m latcorr=+0.0000m raw_lat=+0.2952m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.6ms
F001220 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.7s, cmd_age=1.8s) | imu✓ raw=-9.4° corr=55.0° (offset=64.4°) pitch=0.250 roll=-3.125 (age=0.0s) steer=25.0° | raw=(0.2558,2.3586,451.7°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2698m latcorr=+0.0000m raw_lat=+0.2687m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.8ms
F001230 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.9s, cmd_age=2.0s) | imu✓ raw=-6.5° corr=57.8° (offset=64.4°) pitch=0.187 roll=-3.187 (age=0.1s) steer=25.0° | raw=(0.2846,2.3759,452.7°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2526m latcorr=+0.0000m raw_lat=+0.2367m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001240 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.2s, cmd_age=2.2s) | imu✓ raw=-3.0° corr=61.3° (offset=64.4°) pitch=0.375 roll=-3.812 (age=0.1s) steer=25.0° | raw=(0.3132,2.3936,453.9°) matched=(0.5128,2.4395,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2050m latcorr=+0.0000m raw_lat=+0.2049m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.4ms
F001250 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.4s, cmd_age=2.4s) | imu✓ raw=2.7° corr=67.1° (offset=64.4°) pitch=0.375 roll=-4.062 (age=0.0s) steer=25.0° | raw=(0.3416,2.4113,455.0°) matched=(0.5109,2.4477,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1887m latcorr=+0.0000m raw_lat=+0.1732m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=25.3ms
F001260 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.6s, cmd_age=2.6s) | imu✓ raw=5.8° corr=70.2° (offset=64.4°) pitch=0.375 roll=-4.000 (age=0.1s) steer=25.0° | raw=(0.3697,2.4291,456.1°) matched=(0.5079,2.4604,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1419m latcorr=+0.0000m raw_lat=+0.1417m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.1ms
F001270 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.8s, cmd_age=2.8s) | imu✓ raw=11.4° corr=75.7° (offset=64.4°) pitch=0.250 roll=-3.750 (age=0.0s) steer=25.0° | raw=(0.3979,2.4456,457.3°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1132m latcorr=+0.0000m raw_lat=+0.1095m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F001280 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=14.0s, cmd_age=3.1s) | imu✓ raw=14.3° corr=78.7° (offset=64.4°) pitch=0.062 roll=-3.812 (age=0.1s) steer=25.0° | raw=(0.4259,2.4618,458.4°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0810m latcorr=+0.0000m raw_lat=+0.0789m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.0ms
F001290 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=14.2s, cmd_age=3.3s) | imu✓ raw=20.6° corr=84.9° (offset=64.4°) pitch=0.187 roll=-4.250 (age=0.0s) steer=25.0° | raw=(0.4537,2.4780,459.5°) matched=(0.5002,2.4932,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0491m latcorr=+0.0000m raw_lat=+0.0486m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001300 | speed_raw=250.0 spd=5.0cm/s src=manual_command_hold (enc_age=14.5s, cmd_age=3.5s) | imu✓ raw=23.6° corr=88.0° (offset=64.4°) pitch=0.062 roll=-4.437 (age=0.1s) steer=25.0° | raw=(0.4700,2.4926,460.6°) matched=(0.4994,2.4972,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0298m latcorr=+0.0000m raw_lat=+0.0298m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
