# tracking_debug.log — dead reckoning + waypoint state
# Each line: F<idx> | speed_raw=<raw> spd=<m/s> | imu_yaw=<deg> | raw=(<x>,<y>,<yaw>) matched=(<x>,<y>,<yaw>) | wp=<idx>/<total> tgt=<idx> wp_xy=(<x>,<y>) dist=<m> | err=<m> hdg=<deg> mm=<m> latcorr=<m> lane=<0/1> | zone=<attr> | dt=<ms>
F001760 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=9.6s, cmd_age=13.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.9803,2.8836,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4504m latcorr=+0.0000m raw_lat=+1.4504m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001770 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=9.9s, cmd_age=13.6s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.0133,2.8950,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4838m latcorr=+0.0000m raw_lat=+1.4839m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001780 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=10.1s, cmd_age=13.8s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.0466,2.9071,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.5174m latcorr=+0.0000m raw_lat=+1.5177m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.2ms
F001790 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=10.3s, cmd_age=14.0s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.0797,2.9185,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.5509m latcorr=+0.0000m raw_lat=+1.5513m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F001800 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=10.5s, cmd_age=14.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.1128,2.9301,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.5850m latcorr=+0.0000m raw_lat=+1.5834m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001810 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=10.7s, cmd_age=14.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.1458,2.9423,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.6183m latcorr=+0.0000m raw_lat=+1.6172m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.5ms
F001820 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=10.9s, cmd_age=14.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.1791,2.9552,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.6520m latcorr=+0.0000m raw_lat=+1.6513m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001830 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.2s, cmd_age=14.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.2123,2.9678,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.6853m latcorr=+0.0000m raw_lat=+1.6853m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001840 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.4s, cmd_age=15.1s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.2454,2.9800,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.7188m latcorr=+0.0000m raw_lat=+1.7191m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.8ms
F001850 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.6s, cmd_age=15.3s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.2785,2.9924,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.7525m latcorr=+0.0000m raw_lat=+1.7530m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F001860 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=11.8s, cmd_age=15.5s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.3116,3.0047,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.7862m latcorr=+0.0000m raw_lat=+1.7869m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001870 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.0s, cmd_age=15.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.3446,3.0167,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.8199m latcorr=+0.0000m raw_lat=+1.8207m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.2ms
F001880 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.2s, cmd_age=15.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.3777,3.0288,467.2°) matched=(0.4723,2.8999,86.1°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.8537m latcorr=+0.0000m raw_lat=+1.8545m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001890 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.4s, cmd_age=16.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.4108,3.0414,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.8879m latcorr=+0.0000m raw_lat=+1.8871m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=25.1ms
F001900 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.7s, cmd_age=16.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.4439,3.0547,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.9217m latcorr=+0.0000m raw_lat=+1.9214m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001910 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=12.9s, cmd_age=16.6s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.4769,3.0675,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.9555m latcorr=+0.0000m raw_lat=+1.9554m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001920 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.1s, cmd_age=16.8s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.5101,3.0806,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.9893m latcorr=+0.0000m raw_lat=+1.9895m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001930 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.3s, cmd_age=17.0s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.5431,3.0933,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=2.0231m latcorr=+0.0000m raw_lat=+2.0235m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001940 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.5s, cmd_age=17.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-1.5760,3.1060,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=2.0569m latcorr=+0.0000m raw_lat=+2.0575m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001950 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=13.7s, cmd_age=17.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-1.6092,3.1192,467.2°) matched=(0.4757,2.9489,84.9°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=2.0755m latcorr=+0.0000m raw_lat=+2.0917m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
